id,composition,log_conductivity,family,space_group_num,a,b,c,alpha,beta,gamma,has_cif,source,split,doi
liv_547,Li3.6Ge0.6P0.4O4,-4.958607315,LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b01504
liv_548,Li3.4Ge0.4P0.6O4,-5.346787486,LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b01504
liv_549,Li3.2Ge0.2V0.8O4,-4.721246399,LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b01504
liv_550,Li3.6Ge0.6V0.4O4,-4.496209317,LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b01504
liv_551,Li3.8Ge0.8V0.2O4,-5.567030709,LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b01504
liv_553,Li3.4Ge0.4V0.6O4,-6.051098239,LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b01504
liv_554,Li3P0.6V0.4O4,-12.49485002,LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b01504
liv_555,Li4GeO4,-11.88605665,LISICON,,,,,,,,True,liverpool,train,10.1021/acs.chemmater.8b01504
liv_556,Li3P0.8V0.2O4,-12.68824614,LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b01504
liv_561,Li6PS5Br,-3.721246399,Argyrodite,,,,,,,,True,liverpool,train,10.1021/acsaem.8b00280
liv_582,Li6PS5I,-3.200659451,Argyrodite,,,,,,,,True,liverpool,train,10.1007/s10008-011-1572-8
liv_584,Li5PS4(BH4)2,-2.099086932,Argyrodite,,,,,,,,False,liverpool,train,10.1021/acsomega.8b00377
liv_586,"""(Li2S)0.75 (P2S5)0.25""",-3.218244625,Glass,,,,,,,,False,liverpool,train,10.1021/acsomega.8b00377
liv_587,LiBH4,-7.004803708,Other,,,,,,,,True,liverpool,train,10.1021/acsomega.8b00377
liv_589,"""(Li2S)0.75 (P2S5)0.25""",-3.742321425,Glass,,,,,,,,False,liverpool,train,10.1021/acsomega.8b00377
liv_591,Li0.245La0.592Ti0.98Mn0.02O3,-3.0,Perovskite,,,,,,,,False,liverpool,train,10.1006/jssc.1998.7904
liv_592,La0.55Li0.36Ti0.995Al0.005O3,-2.958607315,Perovskite,,,,,,,,False,liverpool,train,10.1007/BF02375549
liv_593,La0.54Li0.36TiO3,-3.050609993,Perovskite,,,,,,,,False,liverpool,train,10.1007/BF02375549
liv_594,La0.51Li0.36Ti0.95W0.05O3,-3.13667714,Perovskite,,,,,,,,False,liverpool,train,10.1007/BF02375549
liv_595,La0.56Li0.36Ti0.95Al0.05O3,-3.193820026,Perovskite,,,,,,,,False,liverpool,train,10.1007/BF02375549
liv_596,La0.55Li0.36Ti0.95Ge0.05O3,-3.443697499,Perovskite,,,,,,,,False,liverpool,train,10.1007/BF02375549
liv_597,La0.58Li0.36Ti0.95Mg0.05O3,-3.677780705,Perovskite,,,,,,,,False,liverpool,train,10.1007/BF02375549
liv_598,La0.55Li0.36Ti0.95Mn0.05O3,-3.721246399,Perovskite,,,,,,,,False,liverpool,train,10.1007/BF02375549
liv_599,La0.55Li0.36Ti0.95Ru0.05O3,-4.283996656,Perovskite,,,,,,,,False,liverpool,train,10.1007/BF02375549
liv_603,Li0.34La0.51TiO2.94,-2.991399828,Perovskite,,,,,,,,False,liverpool,train,10.1016/0038-1098(93)90841-A
liv_604,(La0.5Li0.5)TiO3,-3.0,Perovskite,,,,,,,,False,liverpool,train,10.1016/0167-2738(94)90309-3
liv_605,Sm0.52Li0.38TiO2.97,-2.823908741,Perovskite,,,,,,,,False,liverpool,train,10.1016/0167-2738(94)90310-7
liv_606,Li0.10La0.63TiO3,-4.102372909,Perovskite,,,,,,,,False,liverpool,train,10.1016/0167-2738(94)90309-3
liv_611,Nd0.55Li0.34TiO3,-7.096910013,Perovskite,,,,,,,,False,liverpool,train,10.1016/0167-2738(94)90310-7
liv_612,Li0.5(La0.4Nd0.1)TiO3,-3.0,Perovskite,,,,,,,,False,liverpool,train,10.1016/S0167-2738(97)00015-5
liv_613,Li0.34La0.56TiO3,-2.815308569,Perovskite,,,,,,,,False,liverpool,train,10.1016/S0167-2738(98)00070-8
liv_614,Li0.34La0.56TiO3,-3.162411562,Perovskite,,,,,,,,False,liverpool,train,10.1016/S0167-2738(98)00070-8
liv_620,Li0.5Sr0.5Fe0.25Ta0.75O3,-3.900008766,Perovskite,,,,,,,,False,liverpool,train,10.1016/S0378-7753(97)02645-1
liv_632, La0.29Li0.12NbO3,-4.37161107,Other,,,,,,,,False,liverpool,train,10.1016/S0167-2738(98)00266-5
liv_633,La0.283Li0.15NbO3,-4.41453927,Other,,,,,,,,False,liverpool,train,10.1016/S0167-2738(98)00266-5
liv_636,La0.313Li0.06NbO3,-4.632644079,Other,,,,,,,,False,liverpool,train,10.1016/S0167-2738(98)00266-5
liv_637,Li0.1Sr0.8Ti0.7Nb0.3O3,-8.0,Perovskite,,,,,,,,False,liverpool,train,10.1149/1.1629102
liv_640,Li0.3Sr0.6Ti0.40Fe0.10Ta0.5O3,-4.443697499,Perovskite,,,,,,,,False,liverpool,train,10.1149/1.1629102
liv_644,Li0.25La0.41Sr0.25TiO3,-4.116906641,Perovskite,,,,,,,,False,liverpool,train,10.1021/cm020609u
liv_645,Li0.15La0.51Sr0.15TiO3,-4.27572413,Perovskite,,,,,,,,False,liverpool,train,10.1021/cm020609u
liv_647,LiSrTiTaO6,-3.259637311,Perovskite,,,,,,,,False,liverpool,train,10.1021/cm9810382
liv_648,LiSr1.65Ti1.3Ta1.7O9,-4.30980392,Perovskite,,,,,,,,False,liverpool,train,10.1021/cm9810382
liv_649,LiSr1.65Ti1.3Nb1.7O9,-4.698970004,Perovskite,,,,,,,,False,liverpool,train,10.1021/cm9810382
liv_650,LiSr1.65Zr1.3Ta1.7O9,-4.886056648,Perovskite,,,,,,,,False,liverpool,train,10.1021/cm9810382
liv_651,LiSr2Ti2TaO9,-4.494850022,Perovskite,,,,,,,,False,liverpool,train,10.1021/cm9810382
liv_653,LiSrTiNbO6,-6.0,Perovskite,,,,,,,,False,liverpool,train,10.1021/cm9810382
liv_657,Li0.20La0.66Ti0.80Al0.20O3,-4.368556231,Perovskite,,,,,,,,False,liverpool,train,10.1021/cm011149s
liv_659,Li0.15La0.66Ti0.85Al0.15O3,-5.015022874,Perovskite,,,,,,,,False,liverpool,train,10.1021/cm011149s
liv_660,Li0.10La0.66Ti0.90Al0.10O3,-5.13430394,Perovskite,,,,,,,,False,liverpool,train,10.1021/cm011149s
liv_661,Li0.06La0.66Ti0.93Al0.06O3,-5.774690718,Perovskite,,,,,,,,False,liverpool,train,10.1021/cm011149s
liv_697,Li1.5Hf1.5Al0.5P3O12,-3.958607315,NASICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2005.07.010
liv_698,"""(Li2S)70 (P2S5)30""",-1.769551079,Glass-Ceramic,,,,,,,,False,liverpool,train,10.1039/C3EE41655K
liv_699,Li11AlP2S12,-3.095825632,Thio-LISICON,,,,,,,,False,liverpool,train,10.1039/C6CC02131J
liv_700,Li6BaLa2Ta2O12,-4.397940009,Garnet,,,,,,,,False,liverpool,train,10.1002/adfm.200400044
liv_701,Li5NI2,-6.823908741,Other,,,,,,,,False,liverpool,train,10.1002/anie.198000741
liv_703,Li6NBr3,-6.508638306,Rocksalt,,,,,,,,True,liverpool,train,10.1002/anie.198000741
liv_704,Li4SiO4,-9.698970004,LISICON,,,,,,,,True,liverpool,train,10.1016/0025-5408(76)90235-X
liv_705,Li4GeO4,-11.50863831,LISICON,,,,,,,,True,liverpool,train,10.1016/0025-5408(76)90235-X
liv_706,Li2Ge7O15,-15.30103,Other,,,,,,,,True,liverpool,train,10.1016/0025-5408(76)90235-X
liv_707,Li3.5Ge0.5V0.5O4,-4.15490196,LISICON,,,,,,,,False,liverpool,train,10.1016/0025-5408(80)90249-4
liv_708,LiI,-7.552841969,Rocksalt,,,,,,,,True,liverpool,train,10.1016/0167-2738(81)90020-5
liv_710,Li3P,-3.0,Other,,,,,,,,True,liverpool,train,10.1016/0167-2738(89)90438-4
liv_712,Li3Sc2P3O12,-10.0,NASICON,,,,,,,,True,liverpool,train,10.1016/j.materresbull.2007.08.007
liv_714,LiLa(TiO3)2,-3.0,Perovskite,,,,,,,,True,liverpool,train,10.1016/S0167-2738(00)00761-X
liv_716,Li3VO4,-5.777283529,LISICON,,,,,,,,True,liverpool,train,10.1016/S0924-0136(01)01044-5
liv_717,Li7P3S11,-3.063989204,Thio-LISICON,,,,,,,,True,liverpool,train,10.1021/acs.chemmater.7b04842
liv_718,Li4BN3H10,-3.698970004,Other,,,,,,,,True,liverpool,train,10.1021/Ja907249p
liv_722,Li2NH,-3.595166283,Other,,,,,,,,True,liverpool,train,10.1039/c2cp23636b
liv_723,Li2Ca(NH)2,-5.193820026,Other,,,,,,,,False,liverpool,train,10.1039/c2cp23636b
liv_725,Li3N,-3.240332155,Other,,,,,,,,True,liverpool,train,10.1039/C0EE00052C
liv_726,Li13.6Si2.8S1.2O16,-6.22184875,LISICON,,,,,,,,False,liverpool,train,10.1016/0013-4686(77)80035-2
liv_730,Li4B7O12Cl,-7.0,Other,,,,,,,,True,liverpool,train,10.1107/S0567740877009443
liv_731,Li10.35Si1.35P1.65S12,-2.187086643,Thio-LISICON,,,,,,,,False,liverpool,train,10.1107/S2052520615022283
liv_732,Li9.81Sn0.81P2.19S12,-2.259637311,Thio-LISICON,,,,,,,,False,liverpool,train,10.1107/S2052520615022283
liv_733,Li5La3Nb2O12,-5.096910013,Garnet,,,,,,,,True,liverpool,train,10.1111/j.1151-2916.2003.tb03318.x
liv_735,Li14ZnGe4O16,-6.0,LISICON,,,,,,,,False,liverpool,train,10.1149/1.2119778
liv_738,Li2.88PO3.73N0.14,-12.85387196,LISICON,,,,,,,,False,liverpool,train,10.1006/jssc.1995.1140
liv_743,Li6.35P0.65Si0.35S5Br,-2.638272164,Argyrodite,,,,,,,,False,liverpool,train,10.1039/c7ta08581h
liv_744,Li6.50P0.50Si0.50S5Br,-2.638272164,Argyrodite,,,,,,,,False,liverpool,train,10.1039/c7ta08581h
liv_745,Li6.20P0.80Si0.20S5Br,-2.70333481,Argyrodite,,,,,,,,False,liverpool,train,10.1039/c7ta08581h
liv_746,Li6.30P0.70Si0.30S5Br,-2.73754891,Argyrodite,,,,,,,,False,liverpool,train,10.1039/c7ta08581h
liv_747,Li6.25P0.75Si0.25S5Br,-2.823908741,Argyrodite,,,,,,,,False,liverpool,train,10.1039/c7ta08581h
liv_748,Li6.12P0.90Si0.12S5Br,-3.045757491,Argyrodite,,,,,,,,False,liverpool,train,10.1039/c7ta08581h
liv_749,Li6.22P0.78Si0.22S5Br,-2.966576245,Argyrodite,,,,,,,,False,liverpool,train,10.1039/c7ta08581h
liv_750,Li6.17P0.83Si0.17S5Br,-3.031984286,Argyrodite,,,,,,,,False,liverpool,train,10.1039/c7ta08581h
liv_751,Li6.13P0.87Si0.13S5Br,-3.045275209,Argyrodite,,,,,,,,False,liverpool,train,10.1039/c7ta08581h
liv_752,Li6.08P0.92Si0.08S5Br,-3.063486258,Argyrodite,,,,,,,,False,liverpool,train,10.1039/c7ta08581h
liv_753,Li6.02P0.98Si0.02S5 Br,-3.058488567,Argyrodite,,,,,,,,False,liverpool,train,10.1039/c7ta08581h
liv_754,Li6.10P0.90Si0.10S5Br,-3.09420412,Argyrodite,,,,,,,,False,liverpool,train,10.1039/c7ta08581h
liv_755,Li6PS5Br,-3.15864053,Argyrodite,,,,,,,,True,liverpool,train,10.1039/c7ta08581h
liv_756,Li6.05P0.95Si0.05S5Br,-3.355561411,Argyrodite,,,,,,,,False,liverpool,train,10.1039/c7ta08581h
liv_759,Li6BaLa2Ta2O12 ,-4.397940009,Garnet,,,,,,,,False,liverpool,train,10.1002/adfm.200400044
liv_760,Li6SrLa2Ta2O12,-5.15490196,Garnet,,,,,,,,False,liverpool,train,10.1002/adfm.200400044
liv_762,Li3.6Si0.6P0.4S4,-4.110026362,Thio-LISICON,,,,,,,,False,liverpool,train,10.1006/jssc.2002.9701
liv_764,Li4SiS4,-7.307153081,Thio-LISICON,,,,,,,,False,liverpool,train,10.1016/0025-5408(89)90053-6
liv_765,Li2SiS3,-5.698970004,Thio-LISICON,,,,,,,,True,liverpool,train,10.1016/0025-5408(89)90053-6
liv_769,Li6.75La3Zr1.75Nb0.25O12 ,-3.096910013,Garnet,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2010.11.089
liv_771,Li6.75La3Zr1.875Te0.125O12 ,-4.424235019,Garnet,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2013.03.166
liv_773,Li5.5La3Nb1.75In0.25O12 ,-4.619788758,Garnet,,,,,,,,False,liverpool,train,10.1016/j.jssc.2005.12.025
liv_775,Li7La3Zr2O12 ,-5.818156412,Garnet,,,,,,,,True,liverpool,train,10.1016/j.jssc.2009.05.020
liv_776,Li7La3Hf2O12,-6.01188716,Garnet,,,,,,,,True,liverpool,train,10.1016/j.jssc.2009.10.030
liv_777,Li6.25La3Zr2Ga0.25O12,-3.455931956,Garnet,,,,,,,,False,liverpool,train,10.1016/j.matchemphys.2012.03.054
liv_778,Li7P3S11,-2.494850022,Thio-LISICON,,,,,,,,True,liverpool,train,10.1016/j.ssi.2006.04.017
liv_779,Li2.2Zn0.1Zr0.9S3,-3.920818754,Thio-LISICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.01.055
liv_781,Li4GeS4,-6.600153287,Thio-LISICON,,,,,,,,True,liverpool,train,10.1016/S0167-2738(00)00277-0
liv_783,Li4P2S6,-9.795880017,Thio-LISICON,,,,,,,,True,liverpool,train,10.1021/acs.chemmater.6b04175
liv_784,Li4PS4I,-4.203425667,Argyrodite,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.7b00013
liv_785,Li6.6La2.75Y0.25Zr1.6Ta0.4O12,-3.360513511,Garnet,,,,,,,,False,liverpool,train,10.1021/am503731h
liv_787,Li6.6La2.5Y0.5Zr1.6Ta0.4O12 ,-3.645891561,Garnet,,,,,,,,False,liverpool,train,10.1021/am503731h
liv_789,Li4SnS4,-4.15490196,Thio-LISICON,,,,,,,,True,liverpool,train,10.1021/cm3011315
liv_790,Li6.4La3Zr2Ga0.2O12 ,-3.045757491,Garnet,,,,,,,,False,liverpool,train,10.1021/cm5008069
liv_791,Li2SnS3,-4.866461092,Rocksalt,,,,,,,,True,liverpool,train,10.1021/cm5037524
liv_792,Li3PS4,-3.795880017,Thio-LISICON,,,,,,,,True,liverpool,train,10.1021/ja3110895
liv_794,Li6.5La3Nb1.25Y0.75O12 ,-3.568636236,Garnet,,,,,,,,False,liverpool,train,10.1021/jp304737x
liv_795,Li6La3Nb1.5Y0.5O12 ,-3.725842151,Garnet,,,,,,,,False,liverpool,train,10.1021/jp304737x
liv_800,Li6.5La3Zr1.5Ta0.5O12 ,-3.036212173,Garnet,,,,,,,,False,liverpool,train,10.1039/C2JM31413D
liv_801,Li6.6La3Zr1.6Ta0.4O12 ,-3.13667714,Garnet,,,,,,,,False,liverpool,train,10.1039/C2JM31413D
liv_802,Li6.7La3Zr1.7Ta0.3O12,-2.987162775,Garnet,,,,,,,,False,liverpool,train,10.1016/j.ceramint.2018.09.245
liv_803,Li6.2La3Zr1.2Ta0.8O12 ,-3.494850022,Garnet,,,,,,,,False,liverpool,train,10.1039/C2JM31413D
liv_804,Li6.8La3Zr1.8Ta0.2O12 ,-3.552841969,Garnet,,,,,,,,False,liverpool,train,10.1039/C2JM31413D
liv_806,Li6.6La3Zr1.6Sb0.4O12,-3.113509275,Garnet,,,,,,,,False,liverpool,train,10.1039/C3CP50991E
liv_809,Li6La3ZrSbO12 ,-3.585026652,Garnet,,,,,,,,False,liverpool,train,10.1039/C3CP50991E
liv_814,Li6BaLa2Nb2O12 ,-5.22184875,Garnet,,,,,,,,False,liverpool,train,10.1111/j.1551-2916.2005.00060.x
liv_815,Li6SrLa2Nb2O12 ,-5.37675071,Garnet,,,,,,,,False,liverpool,train,10.1111/j.1551-2916.2005.00060.x
liv_816,Li6CaLa2Nb2O12,-5.795880017,Garnet,,,,,,,,False,liverpool,train,10.1111/j.1551-2916.2005.00060.x
liv_817,Li3.25Ge0.25P0.75S4,-2.657577319,Thio-LISICON,,,,,,,,False,liverpool,train,10.1149/1.1379028
liv_818,Li6.75La3Zr1.75Ta0.25O12 ,-3.200659451,Garnet,,,,,,,,False,liverpool,train,10.1149/2.024205esl
liv_821,Li10SiP2S12,-2.638272164,Thio-LISICON,,,,,,,,True,liverpool,train,10.1149/2.0501412jes
liv_829,Li1.5Al0.5Ge1.5(PO4)3,-2.353596274,NASICON,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2009.11.037
liv_832,Li1.5Al0.5Ge1.5(PO4)3,-2.279014256,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2988731
liv_836,Li5.4La3Nb1.8Y0.75O12,-4.599980365,Garnet,,,,,,,,False,liverpool,train,10.1021/jp304737x
liv_840,Li6SrLa2Ta2O12,-5.15490196,Garnet,,,,,,,,False,liverpool,train,10.1002/adfm.200400044
liv_847,"""(Li2O)50 (Al2O5)5 (P2O5)45""",-7.93930216,Glass,,,,,,,,False,liverpool,train,10.1016/j.jeurceramsoc.2008.12.016
liv_852,"""(Li2O)50 (P2O5)50""",-8.879426069,Glass,,,,,,,,False,liverpool,train,10.1016/j.jeurceramsoc.2008.12.016
liv_853,"""(Li2S)9(LaOI)""",-8.089909454,Glass,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.01.072
liv_855,"""(AgI)0.5(LiPO3)0.5""",-7.387216143,Glass,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.04.015
liv_857,"""(Li2S)2(LaOI)5""",-7.159893906,Glass,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.01.072
liv_858,"""(Li2S)(LaOI)""",-6.560667306,Glass,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.01.072
liv_859,Li3.9Zn0.05GeS4,-6.54668166,Thio-LISICON,,,,,,,,False,liverpool,train,10.1016/S0167-2738(00)00277-0
liv_861,Li1.6Ti1.7Mg0.3P3O12,-5.552841969,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(86)90176-1
liv_862,"""(Li2S)7(LaOI)3""",-5.540607512,Glass-Ceramic,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.01.072
liv_864,"""(Li0.5La0.5TiO3)94(SiO2)6""",-5.200659451,Glass-Ceramic,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.08.013
liv_865,"""(Li0.5La0.5TiO3)97(SiO2)3""",-5.0,Glass-Ceramic,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.08.013
liv_866,"""(Li0.5La0.5TiO3)95(SiO2)5""",-4.903089987,Glass-Ceramic,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.08.013
liv_867,Li7La3Zr2O12,-4.638272164,Garnet,,,,,,,,True,liverpool,train,10.1016/j.jpowsour.2012.02.031
liv_868,Li4.275Ge0.61Ga0.25S4,-4.197910742,Thio-LISICON,,,,,,,,False,liverpool,train,10.1016/S0167-2738(00)00277-0
liv_869,Li1.4Ti1.6In0.4P3O12,-3.721246399,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(86)90176-1
liv_870,Li1.8Cr0.8Ti1.2(PO4)3,-3.619788758,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(88)90291-3
liv_889,"""((Li2S)0.6 (SiS2)0.4 )95 (Li4SiO4)5""",-2.230622674,Glass,,,,,,,,False,liverpool,train,10.1149/1.1392498
liv_890,Li6La2Ca(Nb)2O12,-5.675717545,Garnet,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.01.047
liv_891,Li6MgLa2Ta2O12,-6.716698771,Garnet,,,,,,,,False,liverpool,train,10.1149/1.2800764
liv_892,Li1.5Al0.5Ge1.5(PO4)3,-2.200039473,NASICON,,,,,,,,False,liverpool,train,10.1149/1.3122903
liv_893,Li4.4Al0.4Ge0.6S4,-4.363512104,Thio-LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b03175
liv_894,Li4.4Al0.4Sn0.6S4,-5.35753548,Thio-LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b03175
liv_895,Li4.4Ga0.4Ge0.6S4,-4.787812396,Thio-LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b03175
liv_896,Li4.4Ga0.4Sn0.6S4,-5.494850022,Thio-LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b03175
liv_903,LiMgPO4,-11.19997064,Olivine,,,,,,,,True,liverpool,train,10.1021/cm504518q
liv_904,Li0.95Mg0.95In0.05PO4,-9.950781977,Olivine,,,,,,,,False,liverpool,train,10.1021/cm504518q
liv_905,Li0.9Mg0.9In0.1PO4,-9.300162274,Olivine,,,,,,,,False,liverpool,train,10.1021/cm504518q
liv_906,Li0.85Mg0.85In0.15PO4,-8.899629455,Olivine,,,,,,,,False,liverpool,train,10.1021/cm504518q
liv_907,Li0.83Mg0.83In0.17PO4,-8.850780887,Olivine,,,,,,,,False,liverpool,train,10.1021/cm504518q
liv_913,Li3AlS3,-7.882728704,Other,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.9b03230
liv_915,Li6SiO4Cl2,-10.0,Argyrodite,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.1c00157
liv_917,LiTa2PO8,-2.795880017,Other,,,,,,,,False,liverpool,train,10.1039/C8TA09170F
liv_927,Li0.022 La0.118 Ti0.2 Al0.004 O0.631,-3.049976093,Perovskite,,,,,,,,False,liverpool,train,10.1007/BF02378009
liv_930,Li2ZrS3,-5.13667714,Thio-LISICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.01.055
liv_931,Li0.022 La0.115 Ti0.165 Al0.055 O0.618,-3.280006174,Perovskite,,,,,,,,False,liverpool,train,10.1007/BF02378009
liv_2000,(YPO4)0.8(Li3PO4)0.2,-4.851039883,Zircon,,,,,,,,False,liverpool,train,10.1016/0167-2738(89)90457-8
liv_2001, Li0.8La0.066Zr2(PO4)3,-5.086338509,NASICON,,,,,,,,False,liverpool,train,10.1007/s11581-009-0332-6
liv_2003,Li3.09BO2.53N0.52,-6.06311007,Glass,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2008.09.089
liv_2004,Li5Nd3Sb2O12,-6.253253283,Garnet,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.01.002
liv_2005,Li5La3Sb2O12,-5.685784276,Garnet,,,,,,,,True,liverpool,train,10.1016/j.ssi.2008.01.002
liv_2006,LiAlSi2O6,-8.457685004,Glass,,,,,,,,True,liverpool,train,10.1016/j.ssi.2009.02.028
liv_2007,"""(Li2O)16.6 (SiO2)83.4""",-8.887183074,Glass,,,,,,,,False,liverpool,train,10.1016/S0022-3093(99)00688-2
liv_2008,Li3Fe2P3O12,-7.953862132,Glass-Ceramic,,,,,,,,True,liverpool,train,10.1016/0167-2738(90)90442-T
liv_2009,Li2.9Sc1.9Zr0.1(PO4)3,-4.126174447,NASICON,,,,,,,,False,liverpool,train,10.1016/S0925-8388(96)02746-6
liv_2010,Li1.9Mg0.1TiO3.05,-6.708504408,Rocksalt,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.03.001
liv_2011,(YPO4)0.9(Li3PO4)0.1,-6.333347081,Zircon,,,,,,,,False,liverpool,train,10.1016/0167-2738(89)90457-8
liv_2012,(YPO4)0.7(Li3PO4)0.3,-8.182516656,Zircon,,,,,,,,False,liverpool,train,10.1016/0167-2738(89)90457-8
liv_2013,(YPO4)0.5(Li3PO4)0.5,-10.1753005,Zircon,,,,,,,,False,liverpool,train,10.1016/0167-2738(89)90457-8
liv_2014,LiGaSiO4,-10.9652893,Phenakite,,,,,,,,True,liverpool,train,10.1016/0167-2738(87)90048-8
liv_2015,Li0.68Ga0.68Si2.33O6,-10.50228226,Phenakite,,,,,,,,False,liverpool,train,10.1016/0167-2738(87)90048-8
liv_2016,Li0.96Ga0.96Si2.04O6,-10.62874643,Phenakite,,,,,,,,False,liverpool,train,10.1016/0167-2738(87)90048-8
liv_2017,Li4Al0.33Si0.33P0.33O4,-5.487904825,LISICON,,,,,,,,False,liverpool,train,10.1021/acsami.6b14402
liv_2018,Li4Al0.33Si0.17Ge0.17P0.33O4,-5.792359875,LISICON,,,,,,,,False,liverpool,train,10.1021/acsami.6b14402
liv_2019,Li4.25Si0.75Al0.25O4,-7.695350471,LISICON,,,,,,,,False,liverpool,train,10.1021/acsami.6b14402
liv_2020,Li3.75Si0.75P0.25O4,-6.25635315,LISICON,,,,,,,,False,liverpool,train,10.1021/acsami.6b14402
liv_2021,LiCaTiNbO6,-6.216929275,Perovskite,,,,,,,,False,liverpool,train,10.1021/cm9810382
liv_2022,Li3Cr(MoO4)3,-8.496443639,LISICON,,,,,,,,False,liverpool,train,10.1039/B301189e
liv_2023,Li2Mg2(MoO4)3,-11.2712539,Lysonite,,,,,,,,False,liverpool,train,10.1039/B301189e
liv_2024,Li3Fe(MoO4)3,-9.229824822,Lysonite,,,,,,,,True,liverpool,train,10.1039/B301189e
liv_2025,Li6FeCl8,-7.047042731,Rocksalt,,,,,,,,True,liverpool,train,10.1002/zaac.19875531020
liv_2026,Li4.8Si0.2Al0.8S4,-5.971412549,Thio-LISICON,,,,,,,,False,liverpool,train,10.1006/jssc.2002.9701
liv_2027,Li3.6Ge0.4P0.6S4,-3.654909409,Thio-LISICON,,,,,,,,False,liverpool,train,10.1149/1.1379028
liv_2028,Li3.35Ge0.35P0.65S4,-2.737393551,Thio-LISICON,,,,,,,,False,liverpool,train,10.1149/1.1379028
liv_2029,Li6NiCl8,-9.569675406,Rocksalt,,,,,,,,True,liverpool,train,10.1002/zaac.19875531020
liv_2030,Li6CoCl8,-5.821821295,Rocksalt,,,,,,,,True,liverpool,train,10.1002/zaac.19875531020
liv_2031,LiF,-13.92960042,Rocksalt,,,,,,,,True,liverpool,train,"Journal De Physique 26 339-341, 1965"
